submission_id,A,Q1,Q2,age,comments,completed_text,condition,education,experiment_duration,experiment_end_time,experiment_start_time,gender,languages,nQuestions,names,options,prolific_pid,prolific_session_id,prolific_study_id,qud,question,response,responseTime,responses,studentsArray,text
2109,right.,Some,all,51,,NA,info,Higher degree,281266,1765535128955,1765534847689,female,english,12,Tina|Chris|Julia|Johann|Lisanne,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Principal,5328,NA,12|12|0|0|0,NA
2109,right.,All,all,51,,NA,info,Higher degree,281266,1765535128955,1765534847689,female,english,12,Tim|Rebecca|Julia|Marie|Mia,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Teacher,2154,NA,12|12|12|12|12,NA
2109,right.,Some,all,51,,NA,high,Higher degree,281266,1765535128955,1765534847689,female,english,12,Jan|John|Marie|Chris|Theresa,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Principal,5009,NA,12|12|0|0|0,NA
2109,right.,Most,some,51,,NA,info,Higher degree,281266,1765535128955,1765534847689,female,english,12,Jan|Johann|Thomas|Susanne|Pablo,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got some of the answers right.,Teacher,2899,NA,3|3|3|3|0,NA
2109,wrong.,Some,all,51,,NA,low,Higher degree,281266,1765535128955,1765534847689,female,english,12,Marie|Daniel|Rebecca|John|Chris,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Principal,5480,NA,12|12|12|0|0,NA
2109,wrong.,Most,none,51,,NA,info,Higher degree,281266,1765535128955,1765534847689,female,english,12,Nico|Theresa|Mia|Johann|Lisa,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Teacher,4847,NA,12|12|12|0|0,NA
2109,right.,Some,most,51,,NA,low,Higher degree,281266,1765535128955,1765534847689,female,english,12,Mia|Nico|Susanne|Chris|Amy,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,3402,NA,12|12|12|12|12,NA
2109,right.,Some,most,51,,NA,high,Higher degree,281266,1765535128955,1765534847689,female,english,12,Rebecca|Lisa|Thomas|Alex|Julia,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,3214,NA,9|9|3|0|0,NA
2109,wrong.,Some,none,51,,NA,high,Higher degree,281266,1765535128955,1765534847689,female,english,12,Lisa|Lisanne|Amy|Marie|Pablo,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Teacher,5522,NA,12|12|3|0|0,NA
2109,wrong.,None,all,51,,NA,low,Higher degree,281266,1765535128955,1765534847689,female,english,12,Daniel|Tina|Susanne|Julian|Tim,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Teacher,2514,NA,12|12|12|12|12,NA
2109,wrong.,Some,most,51,,NA,low,Higher degree,281266,1765535128955,1765534847689,female,english,12,Marie|Lisanne|Lesly|Julia|Tina,Student|Principal|Teacher,616c380ec7e2787b3631ac40,693bec744cb141d8972a63b1,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,4431,NA,12|12|12|3|3,NA
2110,NA,NA,NA,69,all good,Some of the students got most of the answers right,sample.high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Marie|Nico|Mia|John|Alex,"All,Most,None,Some|all,none,some,most|right,wrong",5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,91253,Some|most|right,12|3|0|0|0,%s of the students got %s of the answers %s
2110,NA,NA,NA,69,all good,All of the students got most of the answers right,sample.info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Julian|Chris|Marie|Lisanne|John,"All,Most,None,Some|all,none,some,most|right,wrong",5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,17755,All|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
2110,NA,NA,NA,69,all good,Most of the students got some of the answers right,sample.low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Marie|Nico|Mia|John|Alex,"All,Most,None,Some|all,none,some,most|right,wrong",5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,32409,Most|some|right,12|12|9|9|9,%s of the students got %s of the answers %s
2110,right.,Some,all,69,all good,NA,info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Thomas|Daniel|Mia|Amy|Susanne,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,21791,NA,12|12|0|0|0,NA
2110,right.,Some,most,69,all good,NA,high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Mia|Pablo|Daniel|Amy|Rebecca,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,12391,NA,9|9|3|0|0,NA
2110,wrong.,Some,most,69,all good,NA,low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Nico|Mia|Rebecca|Theresa|Thomas,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Principal,23003,NA,12|12|12|3|3,NA
2110,right.,Most,some,69,all good,NA,info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Johann|Nico|Susanne|Alex|Tina,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got some of the answers right.,Teacher,21512,NA,3|3|3|3|0,NA
2110,right.,Some,most,69,all good,NA,low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Lisa|Daniel|Chris|Tim|John,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,13539,NA,12|12|12|12|12,NA
2110,wrong.,Most,none,69,all good,NA,info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Susanne|Johann|Pablo|Tina|Daniel,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Teacher,29489,NA,12|12|12|0|0,NA
2110,wrong.,None,all,69,all good,NA,low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Alex|Susanne|Pablo|Marie|Julia,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Principal,11721,NA,12|12|12|12|12,NA
2110,right.,Some,all,69,all good,NA,high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Lesly|Johann|Mia|Tina|Julian,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,18753,NA,12|12|0|0|0,NA
2110,wrong.,Some,none,69,all good,NA,high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Amy|Tina|Alex|Chris|Lisanne,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Teacher,14670,NA,12|12|3|0|0,NA
2110,wrong.,Most,all,69,all good,NA,info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Julian|Chris|Rebecca|Johann|Nico,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Student,10465,NA,12|12|0|0|0,NA
2110,wrong.,Some,all,69,all good,NA,low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Theresa|Chris|Tina|Julia|Lisa,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Student,5368,NA,12|12|12|0|0,NA
2110,wrong.,All,some,69,all good,NA,high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Tina|Julia|Chris|Tim|Lesly,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got some of the answers wrong.,Principal,10255,NA,0|0|0|0|0,NA
2110,right.,All,all,69,all good,NA,info,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Julian|Tina|Johann|Alex|Theresa,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Teacher,4611,NA,12|12|12|12|12,NA
2110,right.,Some,most,69,all good,NA,high,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Chris|Lesly|Johann|Amy|Theresa,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,2103,NA,9|9|0|0|0,NA
2110,right.,Some,some,69,all good,NA,low,Did not graduate High-school,509390,1765535160986,1765534651596,male,English,12,Julian|Tina|John|Susanne|Theresa,Student|Principal|Teacher,5ead58cf86ea9b025ef6c153,693beb701cc6f9192eefcc09,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got some of the answers right.,Teacher,350,NA,12|12|12|12|12,NA
2111,NA,NA,NA,39,none,Some of the students got all of the answers right,sample.high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Marie|Nico|Mia|John|Alex,"Some,Most,All,None|most,some,all,none|right,wrong",5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,19336,Some|all|right,12|3|0|0|0,%s of the students got %s of the answers %s
2111,NA,NA,NA,39,none,Most of the students got most of the answers right,sample.info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Julian|Chris|Marie|Lisanne|John,"Some,Most,All,None|most,some,all,none|right,wrong",5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,8863,Most|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
2111,NA,NA,NA,39,none,Some of the students got some of the answers wrong,sample.low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Marie|Nico|Mia|John|Alex,"Some,Most,All,None|most,some,all,none|right,wrong",5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,9839,Some|some|wrong,12|12|9|9|9,%s of the students got %s of the answers %s
2111,right.,Some,most,39,none,NA,high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Amy|Pablo|Julian|Tim|John,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,87784,NA,9|9|0|0|0,NA
2111,right.,Some,all,39,none,NA,high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Johann|Lisanne|Pablo|Jan|Alex,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,4748,NA,12|12|0|0|0,NA
2111,wrong.,Some,all,39,none,NA,low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,John|Amy|Pablo|Chris|Julia,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Teacher,1371,NA,12|12|12|0|0,NA
2111,wrong.,Some,none,39,none,NA,high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Theresa|Nico|Marie|Susanne|Lisanne,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Student,5971,NA,12|12|3|0|0,NA
2111,right.,Most,some,39,none,NA,info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Jan|Daniel|Susanne|Lisanne|Tim,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got some of the answers right.,Teacher,6561,NA,3|3|3|3|0,NA
2111,right.,All,all,39,none,NA,info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Chris|Mia|Rebecca|Marie|Johann,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Teacher,2510,NA,12|12|12|12|12,NA
2111,right.,Some,some,39,none,NA,low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Jan|Chris|Alex|Lisa|Rebecca,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got some of the answers right.,Student,4539,NA,12|12|12|12|12,NA
2111,wrong.,Most,none,39,none,NA,info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Chris|Nico|Lisa|Pablo|Mia,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Teacher,63625,NA,12|12|12|0|0,NA
2111,right.,Some,most,39,none,NA,high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Alex|Thomas|John|Julian|Rebecca,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,5223,NA,9|9|3|0|0,NA
2111,right.,Some,all,39,none,NA,info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Pablo|John|Tim|Thomas|Tina,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Principal,5986,NA,12|12|0|0|0,NA
2111,right.,Some,most,39,none,NA,low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Alex|Daniel|Tina|Thomas|Pablo,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Student,7023,NA,12|12|12|12|12,NA
2111,wrong.,Some,most,39,none,NA,low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Susanne|Mia|John|Jan|Tim,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,3043,NA,12|12|12|3|3,NA
2111,wrong.,None,all,39,none,NA,low,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Theresa|Lisa|Jan|Thomas|Lisanne,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Student,9679,NA,12|12|12|12|12,NA
2111,wrong.,All,some,39,none,NA,high,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,Theresa|Jan|John|Julian|Rebecca,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got some of the answers wrong.,Teacher,4007,NA,0|0|0|0|0,NA
2111,wrong.,Most,all,39,none,NA,info,Graduated High-school,516400,1765535187117,1765534670717,male,english,12,John|Alex|Johann|Mia|Jan,Student|Principal|Teacher,5ff591cba89e1b000bfb9852,693beb70ccf5873ee09cebd2,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Principal,189517,NA,12|12|0|0|0,NA
2112,NA,NA,NA,40,,Some of the students got some of the answers right,sample.high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Marie|Nico|Mia|John|Alex,"None,All,Most,Some|all,some,none,most|right,wrong",5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,21200,Some|some|right,12|3|0|0|0,%s of the students got %s of the answers %s
2112,NA,NA,NA,40,,Most of the students got most of the answers right,sample.info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Julian|Chris|Marie|Lisanne|John,"None,All,Most,Some|all,some,none,most|right,wrong",5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,12596,Most|most|right,9|9|9|9|9,%s of the students got %s of the answers %s
2112,NA,NA,NA,40,,Some of the students got some of the answers wrong,sample.low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Marie|Nico|Mia|John|Alex,"None,All,Most,Some|all,some,none,most|right,wrong",5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,12507,Some|some|wrong,12|12|9|9|9,%s of the students got %s of the answers %s
2112,right.,Some,some,40,,NA,low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Pablo|Susanne|Lisa|Tina|Chris,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got some of the answers right.,Principal,6190,NA,12|12|12|12|12,NA
2112,wrong.,Some,all,40,,NA,low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Nico|Julia|Chris|Jan|Alex,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers wrong.,Student,3369,NA,12|12|12|0|0,NA
2112,right.,Most,some,40,,NA,info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Lesly|Julian|Tim|Lisa|Alex,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got some of the answers right.,Teacher,5828,NA,3|3|3|3|0,NA
2112,right.,Some,all,40,,NA,high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Chris|John|Thomas|Theresa|Julia,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,6881,NA,12|12|0|0|0,NA
2112,wrong.,Some,none,40,,NA,high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Marie|Nico|Jan|Julia|Chris,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got none of the answers wrong.,Principal,3890,NA,12|12|3|0|0,NA
2112,right.,Some,most,40,,NA,high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Thomas|Theresa|Susanne|Daniel|Lisa,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,4982,NA,9|9|0|0|0,NA
2112,wrong.,Most,none,40,,NA,info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Chris|Julian|Alex|Lisanne|Julia,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got none of the answers wrong.,Teacher,4920,NA,12|12|12|0|0,NA
2112,wrong.,Most,all,40,,NA,info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Nico|Lesly|Amy|Marie|Mia,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Most of the students got all of the answers wrong.,Student,2464,NA,12|12|0|0|0,NA
2112,right.,All,all,40,,NA,info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Amy|Tina|Lesly|Rebecca|Nico,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got all of the answers right.,Teacher,2632,NA,12|12|12|12|12,NA
2112,wrong.,Some,most,40,,NA,low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Johann|Tina|Lisa|Chris|Julia,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers wrong.,Student,3864,NA,12|12|12|3|3,NA
2112,right.,Some,most,40,,NA,low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Thomas|Lisanne|Amy|Lesly|Johann,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Principal,4985,NA,12|12|12|12|12,NA
2112,wrong.,None,all,40,,NA,low,Graduated College,266878,1765535236452,1765534969574,male,English,12,Tim|Alex|Jan|Chris|Tina,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,None of the students got all of the answers wrong.,Principal,3390,NA,12|12|12|12|12,NA
2112,right.,Some,all,40,,NA,info,Graduated College,266878,1765535236452,1765534969574,male,English,12,Marie|Nico|Rebecca|Chris|Julian,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,5961,NA,12|12|0|0|0,NA
2112,right.,Some,most,40,,NA,high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Chris|Theresa|Daniel|Johann|Amy,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got most of the answers right.,Teacher,3222,NA,9|9|3|0|0,NA
2112,wrong.,All,some,40,,NA,high,Graduated College,266878,1765535236452,1765534969574,male,English,12,Chris|Tina|Nico|Julia|Lisanne,Student|Principal|Teacher,5a8367b9190420000155ec2a,693becd20b52d7bb66e57aca,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got some of the answers wrong.,Student,2931,NA,0|0|0|0|0,NA
2114,NA,NA,NA,23,GOOD,Some of the students got some of the answers right,sample.high,Graduated College,1378924,1765536022989,1765534644065,female,ENGLISH,12,Marie|Nico|Mia|John|Alex,"Most,All,Some,None|most,some,none,all|wrong,right",66bb28d7c5549cce9b8c2d07,693bec02a80e8b0475603aea,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>teacher</b>, describe these results of this exam so as to make it appear as if there is a <b>high</b> success rate without lying.",NA,45339,Some|some|right,12|3|0|0|0,%s of the students got %s of the answers %s
2114,NA,NA,NA,23,GOOD,All of the students got some of the answers right,sample.info,Graduated College,1378924,1765536022989,1765534644065,female,ENGLISH,12,Julian|Chris|Marie|Lisanne|John,"Most,All,Some,None|most,some,none,all|wrong,right",66bb28d7c5549cce9b8c2d07,693bec02a80e8b0475603aea,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>principal</b>, describe these results of this exam as <b>accurately</b> as possible without making it sound particularly easy or difficult.",NA,27048,All|some|right,9|9|9|9|9,%s of the students got %s of the answers %s
2114,NA,NA,NA,23,GOOD,Some of the students got some of the answers wrong,sample.low,Graduated College,1378924,1765536022989,1765534644065,female,ENGLISH,12,Marie|Nico|Mia|John|Alex,"Most,All,Some,None|most,some,none,all|wrong,right",66bb28d7c5549cce9b8c2d07,693bec02a80e8b0475603aea,693ad5bf2d05418952f4d0c4,NA,"Imagine you were a <b>student</b>, describe these results of this exam so as to make it appear as if there is a <b>low</b> success rate without lying.",NA,10094,Some|some|wrong,12|12|9|9|9,%s of the students got %s of the answers %s
2114,right.,Some,all,23,GOOD,NA,info,Graduated College,1378924,1765536022989,1765534644065,female,ENGLISH,12,Tim|Tina|Amy|Marie|Julian,Student|Principal|Teacher,66bb28d7c5549cce9b8c2d07,693bec02a80e8b0475603aea,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,Some of the students got all of the answers right.,Teacher,10056,NA,12|12|0|0|0,NA
2114,wrong.,All,some,23,GOOD,NA,high,Graduated College,1378924,1765536022989,1765534644065,female,ENGLISH,12,Marie|Amy|Theresa|Susanne|Mia,Student|Principal|Teacher,66bb28d7c5549cce9b8c2d07,693bec02a80e8b0475603aea,693ad5bf2d05418952f4d0c4,Who is most likely to have said this report?,All of the students got some of the answers wrong.,Principal,8288,NA,0|0|0|0|0,NA
